Subject,filepath,Date,Body,Source
T1671: Cloud Application Integration,https://attack.mitre.org/techniques/T1671,,"Cloud Application Integration. process executes oauth application integrations, process executes a environment, process writes a custom application, process reads , process executes application integrations, process writes an environment, process writes example, process writes , process writes a dedicated cloud account, process writes the application",MITRE-ATT&CK
T1001.003: Protocol or Service Impersonation,https://attack.mitre.org/techniques/T1001/003,,"Protocol or Service Impersonation. process reads service configuration, process executes service configuration, process reads a fake ssl / tls handshake, process executes a fake ssl / tls handshake, process reads , process writes , process executes protocols, process reads network data, process writes network data, process reads protocols",MITRE-ATT&CK
T1012: Query Registry,https://attack.mitre.org/techniques/T1012,,"Query Registry. Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software.

The Registry contains a significant amount of information about the operating system, configuration, software, and security.(Citation: Wikipedia Windows Registry) Information can easily be queried using the [Reg](https://attack.mitre.org/software/S0075) utility, though other means to access the Registry exist. Some of the information may help adversaries to further t",MITRE-ATT&CK
T1030: Data Transfer Size Limits,https://attack.mitre.org/techniques/T1030,,"Data Transfer Size Limits. process reads file, process sends file",MITRE-ATT&CK
T1550.004: Web Session Cookie,https://attack.mitre.org/techniques/T1550/004,,"Web Session Cookie. process reads , process sends , process reads credential file, process sends credential file, process reads alternate authentication material, process sends alternate authentication material",MITRE-ATT&CK
T1078.002: Domain Accounts,https://attack.mitre.org/techniques/T1078/002,,"Domain Accounts. process reads domain accounts, process writes domain accounts, process executes domain accounts, process reads some with a high level of privileges ,, process writes some with a high level of privileges ,, process executes some with a high level of privileges ,, process reads various means, process writes various means, process executes various means, process reads, process writes, process executes, process executes some cases, process executes inactive accounts",MITRE-ATT&CK
T1218.009: Regsvcs/Regasm,https://attack.mitre.org/techniques/T1218/009,,"Regsvcs/Regasm. process executes regsvcs and regasm, process executes shared library, process executes a trusted windows utility, process executes linux systems adversaries, process executes trusted binaries",MITRE-ATT&CK
T1546.018: Python Startup Hooks,https://attack.mitre.org/techniques/T1546/018,,"Python Startup Hooks. process executes startup python mechanisms, process executes these mechanisms, process writes persistence on systems where python is widely used, process writes automation or scripting in production environments, process writes persistence, process reads privileges, process executes privileges, process executes a means, process writes event triggers, process executes these triggered execution mechanisms, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1553.004: Install Root Certificate,https://attack.mitre.org/techniques/T1553/004,,"Install Root Certificate. process reads , process writes , process executes , process writes secure tls / ssl communications, process writes a web browser, process writes a connection to the website, process reads credential file, process reads information transmitted over secure tls / ssl communications, process reads shared library, process sends shared library",MITRE-ATT&CK
T1037.003: Network Logon Script,https://attack.mitre.org/techniques/T1037/003,,"Network Logon Script. process writes persistence, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1499: Endpoint Denial of Service,https://attack.mitre.org/techniques/T1499,,"Endpoint Denial of Service. process reads the system, process executes the system, process writes ",MITRE-ATT&CK
T1027.004: Compile After Delivery,https://attack.mitre.org/techniques/T1027/004,,"Compile After Delivery. process reads , process writes file, process sends file, process writes victims, process sends victims, process writes shared library, process sends shared library, process writes , process writes email, process sends email, process writes unrecognizable formats, process sends unrecognizable formats, process reads its contents, process writes its contents, process reads the system, process writes the system, process reads order to avoid detection, process writes order to avoid detection, process executes command obfuscation",MITRE-ATT&CK
T1614: System Location Discovery,https://attack.mitre.org/techniques/T1614,,System Location Discovery. process reads cloud environments,MITRE-ATT&CK
T1564.007: VBA Stomping,https://attack.mitre.org/techniques/T1564/007,,"VBA Stomping. process sends shared library, process receives shared library, process executes these features, process writes computing regions",MITRE-ATT&CK
T1197: BITS Jobs,https://attack.mitre.org/techniques/T1197,,"BITS Jobs. process executes bits jobs, process writes , process executes bits, process writes long - standing jobs",MITRE-ATT&CK
T1127.001: MSBuild,https://attack.mitre.org/techniques/T1127/001,,"MSBuild. process executes msbuild, process executes shared library, process executes "" reputation hijacking "", process executes system trust, process executes trusted developer utilities proxy execution",MITRE-ATT&CK
T1656: Impersonation,https://attack.mitre.org/techniques/T1656,,"Impersonation. process reads a trusted person or organization, process executes a trusted person or organization, process reads order, process executes order, process reads known a sender, process executes known a sender, process executes ",MITRE-ATT&CK
T1578.005: Modify Cloud Compute Configurations,https://attack.mitre.org/techniques/T1578/005,,"Modify Cloud Compute Configurations. process writes settings, process executes the victim ’s compute resources, process reads a cloud environment, process writes a cloud environment, process executes a cloud environment, process writes wide any policies, process writes , process executes , process writes service configuration, process writes infrastructure components",MITRE-ATT&CK
T1090.004: Domain Fronting,https://attack.mitre.org/techniques/T1090/004,,"Domain Fronting. process reads network data, process writes network data",MITRE-ATT&CK
T1557.002: ARP Cache Poisoning,https://attack.mitre.org/techniques/T1557/002,,"ARP Cache Poisoning. process reads network data, process reads , process executes features, process reads information, process executes their position, process executes order, process reads credential file, process writes aitm an position, process executes the aitm position, process writes file",MITRE-ATT&CK
T1562.008: Disable or Modify Cloud Logs,https://attack.mitre.org/techniques/T1562/008,,"Disable or Modify Cloud Logs. process writes , process writes log file, process reads their activities, process writes example, process writes aws, process writes cloudtrail integrations, process writes file, process reads , process writes office 365, process writes m365 advanced auditing, process writes the user, process writes components of a victim environment, process writes order to hinder or disable defensive mechanisms, process writes process memory",MITRE-ATT&CK
T1518.001: Security Software Discovery,https://attack.mitre.org/techniques/T1518/001,,"Security Software Discovery. process reads security native software, process reads log file, process reads the vm, process writes the environment, process executes the environment, process reads software, process reads a variety, process reads, process writes, process executes",MITRE-ATT&CK
T1564.003: Hidden Window,https://attack.mitre.org/techniques/T1564/003,,"Hidden Window. process executes these functionalities, process writes desktop hidden a window, process executes cmd.exe, process executes process memory, process executes these features, process writes computing regions",MITRE-ATT&CK
T1127.002: ClickOnce,https://attack.mitre.org/techniques/T1127/002,,"ClickOnce. process writes based updating applications, process executes clickonce, process executes shared library, process reads privileges, process executes privileges, process executes a number of ways, process executes "" reputation hijacking "", process executes system trust, process executes trusted developer utilities proxy execution",MITRE-ATT&CK
T1059.006: Python,https://attack.mitre.org/techniques/T1059/006,,"Python. process executes python commands and scripts, process executes execution, process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1070.010: Relocate Malware,https://attack.mitre.org/techniques/T1070/010,,"Relocate Malware. process writes , process sends , process writes persistence, process deletes, process writes artifacts generated within systems, process reads the integrity of security solutions, process writes the integrity of security solutions, process executes the integrity of security solutions",MITRE-ATT&CK
T1591.004: Identify Roles,https://attack.mitre.org/techniques/T1591/004,,Identify Roles. process writes operational resources,MITRE-ATT&CK
T1132: Data Encoding,https://attack.mitre.org/techniques/T1132,,"Data Encoding. Adversaries may encode data to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system. Use of data encoding may adhere to existing protocol specifications and includes use of ASCII, Unicode, Base64, MIME, or other binary-to-text and character encoding systems.(Citation: Wikipedia Binary-to-text Encoding) (Citation: Wikipedia Character Encoding) Some data encoding systems may also result i",MITRE-ATT&CK
T1546.010: AppInit DLLs,https://attack.mitre.org/techniques/T1546/010,,"AppInit DLLs. process writes persistence, process reads privileges, process executes privileges, process executes , process writes windows, process executes these mechanisms, process executes a means, process writes event triggers, process executes these triggered execution mechanisms, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1598: Phishing for Information,https://attack.mitre.org/techniques/T1598,,"Phishing for Information. process writes social engineering, process sends social engineering, process reads confidential information, process reads information, process reads , process writes , process executes ",MITRE-ATT&CK
T1496: Resource Hijacking,https://attack.mitre.org/techniques/T1496,,"Resource Hijacking. process executes the resources, process executes some cases, process executes multiple types of resource hijacking",MITRE-ATT&CK
T1585: Establish Accounts,https://attack.mitre.org/techniques/T1585,,"Establish Accounts. process writes , process writes accounts, process writes a persona, process executes email, process executes service configuration",MITRE-ATT&CK
T1588: Obtain Capabilities,https://attack.mitre.org/techniques/T1588,,"Obtain Capabilities. process reads capabilities that can be used during targeting, process sends capabilities that can be used during targeting, process reads them, process sends them, process reads addition to purchasing capabilities, process sends addition to purchasing capabilities, process reads capabilities, process sends capabilities, process reads software licenses, process sends software licenses",MITRE-ATT&CK
T1546.002: Screensaver,https://attack.mitre.org/techniques/T1546/002,,"Screensaver. process writes persistence, process reads privileges, process executes privileges, process executes these mechanisms, process executes a means, process writes event triggers, process executes these triggered execution mechanisms, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1556.009: Conditional Access Policies,https://attack.mitre.org/techniques/T1556/009,,"Conditional Access Policies. process writes , process writes conditional access policies, process reads , process executes , process writes access conditional policies, process writes process memory",MITRE-ATT&CK
T1578.002: Create Cloud Instance,https://attack.mitre.org/techniques/T1578/002,,"Create Cloud Instance. process writes new a instance, process writes service configuration, process writes a new instance, process writes snapshot of one or more volumes, process writes an account, process reads file, process writes infrastructure components",MITRE-ATT&CK
T1555.006: Cloud Secrets Management Stores,https://attack.mitre.org/techniques/T1555/006,,"Cloud Secrets Management Stores. process reads service configuration, process writes service configuration, process executes service configuration",MITRE-ATT&CK
T1213.003: Code Repositories,https://attack.mitre.org/techniques/T1213/003,,"Code Repositories. process executes shared library, process reads valuable information, process reads information, process executes information repositories, process executes mine, process executes valuable information, process executes external sharing features",MITRE-ATT&CK
T1565.002: Transmitted Data Manipulation,https://attack.mitre.org/techniques/T1565/002,,"Transmitted Data Manipulation. process writes a tool that will intercept and change information, process executes a tool that will intercept and change information, process reads ",MITRE-ATT&CK
T1003.008: /etc/passwd and /etc/shadow,https://attack.mitre.org/techniques/T1003/008,,"/etc/passwd and /etc/shadow. process reads the contents of, process writes the contents of, process reads the /etc / passwd and, process writes the /etc / passwd and, process reads credential file, process writes credential file, process reads the form, process writes the form",MITRE-ATT&CK
T1543.001: Launch Agent,https://attack.mitre.org/techniques/T1543/001,,"Launch Agent. process writes , process writes launch agents, process writes user level privileges, process writes process memory, process writes persistence, process writes service configuration, process writes administrator privileges, process executes process memory, process executes order to escalate privileges, process reads privileges, process executes privileges",MITRE-ATT&CK
T1569: System Services,https://attack.mitre.org/techniques/T1569,,"System Services. process executes service configuration, process writes service configuration, process writes , process executes one - time or temporary execution",MITRE-ATT&CK
T1059.003: Windows Command Shell,https://attack.mitre.org/techniques/T1059/003,,"Windows Command Shell. process executes the windows command shell for execution, process executes cmd, process executes input, process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1055.009: Proc Memory,https://attack.mitre.org/techniques/T1055/009,,"Proc Memory. process writes shared library, process reads shared library, process writes process memory, process reads process memory, process writes file, process reads file, process writes order, process reads order, process reads privileges, process executes privileges, process reads offsets, process reads , process executes , process executes functionalities",MITRE-ATT&CK
T1650: Acquire Access,https://attack.mitre.org/techniques/T1650,,"Acquire Access. process reads , process writes , process executes , process reads systems, process writes systems, process executes systems, process writes service configuration, process executes network data, process reads victims, process writes victims, process executes victims, process reads trusted a relationship, process writes trusted a relationship, process executes trusted a relationship",MITRE-ATT&CK
T1601.001: Patch System Image,https://attack.mitre.org/techniques/T1601/001,,"Patch System Image. process writes network data, process reads , process writes , process executes , process writes memory relevant the addresses, process writes file, process reads existing commands in the operating system, process writes existing commands in the operating system, process executes existing commands in the operating system, process writes it",MITRE-ATT&CK
T1558.002: Silver Ticket,https://attack.mitre.org/techniques/T1558/002,,"Silver Ticket. process writes tgs tickets, process reads, process sends, process executes kerberos, process reads tickets, process sends tickets",MITRE-ATT&CK
T1213: Data from Information Repositories,https://attack.mitre.org/techniques/T1213,,"Data from Information Repositories. process executes information repositories, process executes mine, process executes valuable information, process executes external sharing features",MITRE-ATT&CK
T1070.009: Clear Persistence,https://attack.mitre.org/techniques/T1070/009,,"Clear Persistence. process writes , process deletes executable, process reads evidence of their persistent presence, process deletes accounts, process deletes, process writes artifacts generated within systems, process reads the integrity of security solutions, process writes the integrity of security solutions, process executes the integrity of security solutions",MITRE-ATT&CK
T1059.012: Hypervisor CLI,https://attack.mitre.org/techniques/T1059/012,,"Hypervisor CLI. process executes hypervisor command line interpreters ( clis ), process executes these tools, process executes order, process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1555.004: Windows Credential Manager,https://attack.mitre.org/techniques/T1555/004,,"Windows Credential Manager. process reads , process writes , process reads credential file",MITRE-ATT&CK
T1036.010: Masquerade Account Name,https://attack.mitre.org/techniques/T1036/010,,"Masquerade Account Name. process writes , process deletes an account, process deletes re, process writes one, process writes the same name, process writes service configuration, process renames service configuration, process reads specific trusted individuals or organizations, process executes specific trusted individuals or organizations, process renames, process executes the sake of evading defenses and observation",MITRE-ATT&CK
T1200: Hardware Additions,https://attack.mitre.org/techniques/T1200,,"Hardware Additions. process executes , process executes hardware additions for initial access, process executes capabilities",MITRE-ATT&CK
T1219.002: Remote Desktop Software,https://attack.mitre.org/techniques/T1219/002,,"Remote Desktop Software. process writes interactive an channel, process writes network connection, process writes network data, process writes a session between two trusted hosts, process writes a graphical interface, process writes line a interaction, process executes response features, process writes an interactive remote desktop session, process writes the target system, process writes reverse a connection, process writes service configuration",MITRE-ATT&CK
T1505: Server Software Component,https://attack.mitre.org/techniques/T1505,,"Server Software Component. process executes extensible development features of servers, process writes persistent access to systems",MITRE-ATT&CK
T1485: Data Destruction,https://attack.mitre.org/techniques/T1485,,"Data Destruction. process executes techniques like  accounts, process executes cloud environments, process executes access, process deletes virtual machines, process deletes on - prem virtualized environments",MITRE-ATT&CK
T1132.002: Non-Standard Encoding,https://attack.mitre.org/techniques/T1132/002,,"Non-Standard Encoding. Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a non-standard data encoding system that diverges from existing protocol specifications. Non-standard data encoding schemes may be based on or related to standard data encoding schemes, such as a modified Base64 encoding for the message body of an HTTP request.(Citation: Wikipedia Binary-to-text",MITRE-ATT&CK
T1556.001: Domain Controller Authentication,https://attack.mitre.org/techniques/T1556/001,,"Domain Controller Authentication. process writes credential file, process reads credential file, process writes process memory, process reads process memory, process writes domain a controller, process reads domain a controller, process writes a backdoor, process writes , process reads , process executes",MITRE-ATT&CK
T1537: Transfer Data to Cloud Account,https://attack.mitre.org/techniques/T1537,,"Transfer Data to Cloud Account. process reads file, process sends file, process writes backups of cloud environments, process writes file, process writes azure, process writes backups of cloud instances",MITRE-ATT&CK
T1027.006: HTML Smuggling,https://attack.mitre.org/techniques/T1027/006,,"HTML Smuggling. process writes executable, process sends executable, process writes victims that bypass security controls through html smuggling, process sends victims that bypass security controls through html smuggling, process writes download attributes, process sends download attributes, process executes javascript blobs and/or html5, process reads , process writes , process executes example, process executes javascript functions such as mssaveblob, process reads its contents, process writes its contents, process reads the system, process writes the system, process reads order to avoid detection, process writes order to avoid detection, process executes command obfuscation",MITRE-ATT&CK
T1556.005: Reversible Encryption,https://attack.mitre.org/techniques/T1556/005,,"Reversible Encryption. process executes active directory authentication encryption properties, process writes , process reads , process writes process memory, process executes",MITRE-ATT&CK
T1027.010: Command Obfuscation,https://attack.mitre.org/techniques/T1027/010,,"Command Obfuscation. process reads content, process writes content, process reads command execution, process writes command execution, process writes , process sends , process executes example, process executes syntax, process reads references, process writes references, process reads executable, process writes executable, process reads commands, process writes commands, process reads, process reads its contents, process writes its contents, process reads the system, process writes the system, process reads order to avoid detection, process writes order to avoid detection, process executes command obfuscation",MITRE-ATT&CK
T1070.004: File Deletion,https://attack.mitre.org/techniques/T1070/004,,"File Deletion. process deletes file, process writes a system, process deletes, process writes artifacts generated within systems, process writes, process reads the integrity of security solutions, process writes the integrity of security solutions, process executes the integrity of security solutions",MITRE-ATT&CK
T1189: Drive-by Compromise,https://attack.mitre.org/techniques/T1189,,"Drive-by Compromise. process writes shared library, process sends shared library, process writes browser a exist, process sends browser a exist, process reads , process writes , process executes , process reads shared library, process executes the insertion, process reads a specific user or set of users, process writes a specific user or set of users, process executes a specific user or set of users, process writes the browser, process sends the browser, process sends , process reads software on a client endpoint, process executes software on a client endpoint",MITRE-ATT&CK
T1498: Network Denial of Service,https://attack.mitre.org/techniques/T1498,,"Network Denial of Service. Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth services rely on. Example resources include specific websites, email services, DNS, and web-based applications. Adversaries have been observed conducting network DoS attacks for political purposes(Citation: FireEye OpPoisonedHandover February 2016) and to support other malicious activities, including ",MITRE-ATT&CK
T1651: Cloud Administration Command,https://attack.mitre.org/techniques/T1651,,"Cloud Administration Command. process executes service configuration, process executes installed virtual machine agents, process reads service configuration, process writes service configuration, process executes a trusted relationship",MITRE-ATT&CK
T1546.016: Installer Packages,https://attack.mitre.org/techniques/T1546/016,,"Installer Packages. process writes persistence, process reads privileges, process executes privileges, process writes , process executes , process executes these mechanisms, process executes a means, process writes event triggers, process executes these triggered execution mechanisms, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1595.001: Scanning IP Blocks,https://attack.mitre.org/techniques/T1595/001,,"Scanning IP Blocks. process sends , process receives , process writes operational resources",MITRE-ATT&CK
T1221: Template Injection,https://attack.mitre.org/techniques/T1221,,"Template Injection. process writes , process writes references in user document templates, process reads file, process writes file, process executes file, process executes these templates, process writes a document, process reads a document, process writes other techniques, process sends other techniques, process writes the * \template control word, process writes a url, process reads a url",MITRE-ATT&CK
T1037.004: RC Scripts,https://attack.mitre.org/techniques/T1037/004,,"RC Scripts. process writes persistence, process writes rc scripts, process writes , process executes /etc / rc.local.d / local.sh, process reads their privileges, process executes their privileges",MITRE-ATT&CK
T1134: Access Token Manipulation,https://attack.mitre.org/techniques/T1134,,"Access Token Manipulation. process writes access, process writes , process reads authentication token, process sends authentication token, process reads their security context, process executes their security context, process reads the administrator level, process executes the administrator level, process reads the system level, process executes the system level, process writes authentication token",MITRE-ATT&CK
T1111: Multi-Factor Authentication Interception,https://attack.mitre.org/techniques/T1111,,"Multi-Factor Authentication Interception. process reads , process reads authentication token, process reads example, process writes example, process executes example, process reads service configuration, process writes service configuration, process executes service configuration, process reads order, process writes order, process executes order, process reads shared library, process sends shared library",MITRE-ATT&CK
T1027.002: Software Packing,https://attack.mitre.org/techniques/T1027/002,,"Software Packing. process reads executable, process writes executable, process writes packing own their techniques, process reads, process reads its contents, process writes its contents, process reads the system, process writes the system, process reads order to avoid detection, process writes order to avoid detection, process writes, process executes command obfuscation",MITRE-ATT&CK
T1584.007: Serverless,https://attack.mitre.org/techniques/T1584/007,,"Serverless. process reads cloud infrastructure, process writes cloud infrastructure, process executes cloud infrastructure, process reads , process writes , process executes , process reads party infrastructure, process writes party infrastructure, process executes party infrastructure, process reads buying, leasing, or renting infrastructure, process writes buying, process executes buying, process reads infrastructure, process writes infrastructure, process executes infrastructure, process reads numerous machines, process writes numerous machines, process executes numerous machines, process executes example, process executes infrastructure (, process executes certificate file, process writes information gathering, process reads infrastructure residing in close proximity to a target, process writes infrastructure residing in close proximity to a target, process executes infrastructure residing in close proximity to a target, process reads order, process writes order, process executes order, process reads the infrastructure of other adversaries, process writes the infrastructure of other adversaries, process executes the infrastructure of other adversaries",MITRE-ATT&CK
T1071.001: Web Protocols,https://attack.mitre.org/techniques/T1071/001,,Web Protocols. process executes these protocols,MITRE-ATT&CK
T1059.005: Visual Basic,https://attack.mitre.org/techniques/T1059/005,,"Visual Basic. process executes visual basic ( vb ), process executes execution, process writes interoperability, process writes , process executes command and script interpreters, process executes log file, process executes various ways, process executes a means of executing  commands, process writes victims, process sends victims, process writes file, process sends file",MITRE-ATT&CK
T1564.005: Hidden File System,https://attack.mitre.org/techniques/T1564/005,,"Hidden File System. process executes these features, process writes computing regions",MITRE-ATT&CK
T1543.002: Systemd Service,https://attack.mitre.org/techniques/T1543/002,,"Systemd Service. process writes , process writes service configuration, process writes file, process writes the user directive, process writes systemd generators, process writes process memory, process writes persistence, process writes administrator privileges, process executes process memory, process executes order to escalate privileges, process reads privileges, process executes privileges",MITRE-ATT&CK
T1668: Exclusive Control,https://attack.mitre.org/techniques/T1668,,"Exclusive Control. process reads a system, process writes a system, process executes a system, process reads , process writes , process executes , process executes that vulnerability, process executes the future, process writes service configuration, process executes a  device ’s full power",MITRE-ATT&CK
T1563.002: RDP Hijacking,https://attack.mitre.org/techniques/T1563/002,,"RDP Hijacking. process reads a  user ’s remote desktop session, process writes a  user ’s remote desktop session, process reads a  user 's remote session, process sends a  user 's remote session, process reads their session, process sends their session, process reads , process sends , process reads system permissions, process writes system permissions, process reads a session, process writes a session, process reads the need, process writes the need, process reads a domain admin or higher privileged account session, process sends a domain admin or higher privileged account session, process writes, process reads an existing session, process writes an existing session, process writes a new session using  accounts",MITRE-ATT&CK
T1136: Create Account,https://attack.mitre.org/techniques/T1136,,"Create Account. process writes an account, process writes such accounts, process writes credential file, process writes the system, process executes the system, process writes the local system, process writes cloud environments, process writes accounts",MITRE-ATT&CK
T1547.013: XDG Autostart Entries,https://attack.mitre.org/techniques/T1547/013,,"XDG Autostart Entries. process writes xdg autostart entries, process executes this feature, process writes persistence, process writes , process renames , process reads, process executes, process executes these, process reads privileges, process executes privileges",MITRE-ATT&CK
T1584.004: Server,https://attack.mitre.org/techniques/T1584/004,,"Server. process reads party servers, process writes party servers, process executes party servers, process writes , process reads third - party servers, process writes third - party servers, process executes third - party servers, process reads support of operations, process writes support of operations, process executes support of operations, process reads web servers, process writes web servers, process executes web servers, process reads party infrastructure, process writes party infrastructure, process executes party infrastructure, process reads buying, leasing, or renting infrastructure, process writes buying, process executes buying, process reads infrastructure, process writes infrastructure, process executes infrastructure, process reads numerous machines, process writes numerous machines, process executes numerous machines, process executes, process reads, process executes example, process executes infrastructure (, process executes certificate file, process writes information gathering, process reads infrastructure residing in close proximity to a target, process writes infrastructure residing in close proximity to a target, process executes infrastructure residing in close proximity to a target, process reads order, process writes order, process executes order, process reads the infrastructure of other adversaries, process writes the infrastructure of other adversaries, process executes the infrastructure of other adversaries",MITRE-ATT&CK
T1672: Email Spoofing,https://attack.mitre.org/techniques/T1672,,"Email Spoofing. process writes email, process writes order, process writes contact with victims under false pretenses, process executes microsoft 365 ’s, process executes send functionality, process executes configured absent spf, process executes email",MITRE-ATT&CK
T1526: Cloud Service Discovery,https://attack.mitre.org/techniques/T1526,,"Cloud Service Discovery. process reads service configuration, process reads resources, process reads , process writes , process writes log file",MITRE-ATT&CK
T1204.004: Malicious Copy and Paste,https://attack.mitre.org/techniques/T1204/004,,"Malicious Copy and Paste. process reads , process writes , process writes a foothold on the victim 's machine, process executes email, process executes this purpose, process reads web session cookies, process sends web session cookies, process sends",MITRE-ATT&CK
T1018: Remote System Discovery,https://attack.mitre.org/techniques/T1018,,Remote System Discovery. process reads the presence of remote systems in an environment,MITRE-ATT&CK
T1046: Network Service Discovery,https://attack.mitre.org/techniques/T1046,,Network Service Discovery. process reads service configuration,MITRE-ATT&CK
T1590.001: Domain Properties,https://attack.mitre.org/techniques/T1590/001,,Domain Properties. process writes operational resources,MITRE-ATT&CK
T1518: Software Discovery,https://attack.mitre.org/techniques/T1518,,"Software Discovery. process writes the environment, process executes the environment, process reads software, process reads a variety, process reads , process writes , process executes ",MITRE-ATT&CK
T1538: Cloud Service Dashboard,https://attack.mitre.org/techniques/T1538,,"Cloud Service Dashboard. process reads , process sends , process reads more information, process reads the graphical dashboard than an api",MITRE-ATT&CK
T1055.005: Thread Local Storage,https://attack.mitre.org/techniques/T1055/005,,"Thread Local Storage. process writes shared library, process reads shared library, process writes process memory, process reads process memory, process writes thread local storage ( tls ) callbacks, process reads thread local storage ( tls ) callbacks, process writes order, process reads order, process reads privileges, process executes privileges, process reads , process executes , process executes functionalities",MITRE-ATT&CK
T1622: Debugger Evasion,https://attack.mitre.org/techniques/T1622,,"Debugger Evasion. process reads hardware breakpoints, process executes structured exception handling ( seh )",MITRE-ATT&CK
T1036.006: Space after Filename,https://attack.mitre.org/techniques/T1036/006,,"Space after Filename. process writes , process renames , process executes the sake of evading defenses and observation",MITRE-ATT&CK
T1547.007: Re-opened Applications,https://attack.mitre.org/techniques/T1547/007,,"Re-opened Applications. process writes file, process writes persistence, process reads, process writes, process executes, process executes these, process reads privileges, process executes privileges",MITRE-ATT&CK
T1608.006: SEO Poisoning,https://attack.mitre.org/techniques/T1608/006,,"SEO Poisoning. process writes capabilities towards potential victims, process writes content, process reads , process writes , process executes , process writes capabilities, process writes order, process writes them, process writes infrastructure under their control, process writes infrastructure, process writes service configuration, process reads network data, process writes network data",MITRE-ATT&CK
T1550.002: Pass the Hash,https://attack.mitre.org/techniques/T1550/002,,"Pass the Hash. process reads , process sends , process writes authentication token, process reads credential file, process sends credential file, process reads alternate authentication material, process sends alternate authentication material",MITRE-ATT&CK
T1052: Exfiltration Over Physical Medium,https://attack.mitre.org/techniques/T1052,,"Exfiltration Over Physical Medium. process reads file, process sends file, process reads physical a medium, process sends physical a medium",MITRE-ATT&CK
T1105: Ingress Tool Transfer,https://attack.mitre.org/techniques/T1105,,"Ingress Tool Transfer. process reads , process writes , process executes , process executes installers and package managers ,, process executes yum, process executes application features, process writes file, process sends file, process writes victims, process sends victims, process executes service configuration, process reads a cloud account, process writes a cloud account, process executes a cloud account",MITRE-ATT&CK
T1216.002: SyncAppvPublishingServer,https://attack.mitre.org/techniques/T1216/002,,"SyncAppvPublishingServer. process executes syncappvpublishingserver.vbs, process executes proxy execution of  powershell commands, process executes",MITRE-ATT&CK
T1098.002: Additional Email Delegate Permissions,https://attack.mitre.org/techniques/T1098/002,,"Additional Email Delegate Permissions. process reads , process writes , process executes , process writes email, process reads access to victim systems, process executes access to victim systems, process writes adversary access, process writes accounts",MITRE-ATT&CK
T1588.003: Code Signing Certificates,https://attack.mitre.org/techniques/T1588/003,,"Code Signing Certificates. process reads certificate file, process sends certificate file, process writes , process reads shared library, process sends shared library, process reads use in operations, process sends use in operations, process reads a entity, process sends a entity, process reads , process executes , process reads a  third - party, process sends a  third - party, process reads capabilities that can be used during targeting, process sends capabilities that can be used during targeting, process reads them, process sends them, process reads addition to purchasing capabilities, process sends addition to purchasing capabilities, process reads capabilities, process sends capabilities, process reads software licenses, process sends software licenses",MITRE-ATT&CK
T1648: Serverless Execution,https://attack.mitre.org/techniques/T1648,,"Serverless Execution. process executes service configuration, process executes these resources, process executes various ways, process writes functions, process writes example, process writes aws environments, process writes lambda a function, process writes , process writes microsoft 365 environments, process writes automate a workflow, process writes anonymous sharing links, process writes google workspace environments, process writes apps an script, process reads file, process sends file",MITRE-ATT&CK
T1548.006: TCC Manipulation,https://attack.mitre.org/techniques/T1548/006,,"TCC Manipulation. process executes service configuration, process executes , process writes , process reads privileges, process executes privileges, process reads a system, process executes a system",MITRE-ATT&CK
T1055.008: Ptrace System Calls,https://attack.mitre.org/techniques/T1055/008,,"Ptrace System Calls. process writes shared library, process reads shared library, process writes process memory, process reads process memory, process writes calls, process reads calls, process writes order, process reads order, process reads privileges, process executes privileges, process reads , process executes , process executes functionalities",MITRE-ATT&CK
T1653: Power Settings,https://attack.mitre.org/techniques/T1653,,"Power Settings. process executes configuration file, process executes ",MITRE-ATT&CK
T1027.007: Dynamic API Resolution,https://attack.mitre.org/techniques/T1027/007,,"Dynamic API Resolution. process reads , process writes , process reads function calls, process writes function calls, process reads malware calls to api functions, process writes malware calls to api functions, process reads its contents, process writes its contents, process reads the system, process writes the system, process reads order to avoid detection, process writes order to avoid detection, process executes command obfuscation",MITRE-ATT&CK
T1021.001: Remote Desktop Protocol,https://attack.mitre.org/techniques/T1021/001,,"Remote Desktop Protocol. process executes a blend of protocols , including vnc, process executes applications, process reads versions of macos, process executes versions of macos, process reads an ssh session, process executes an ssh session, process reads ard an session, process executes ard an session",MITRE-ATT&CK
